week,week_start,specialty,clinic_id,providers,booked_slots,effective_capacity,demand,utilisation,avg_wait_days,no_show_rate,cancel_rate,appt_minutes
28,2025-09-15,Orthopedics,CLN-03,4,157.0,143.4,82.9,0.5781,4.09,0.1379,0.0879,35
29,2025-09-22,Orthopedics,CLN-03,4,175.6,159.5,89.4,0.5606,3.03,0.1573,0.0744,35
30,2025-09-29,Orthopedics,CLN-03,4,166.3,153.2,79.7,0.5203,3.49,0.1305,0.0706,35
31,2025-10-06,Orthopedics,CLN-03,4,167.9,154.3,102.9,0.667,1.53,0.1235,0.0927,35
32,2025-10-13,Orthopedics,CLN-03,4,169.4,156.0,75.3,0.4829,2.01,0.1282,0.0768,35
33,2025-10-20,Orthopedics,CLN-03,4,173.0,158.7,99.5,0.627,3.81,0.1228,0.0977,35
34,2025-10-27,Orthopedics,CLN-03,4,165.8,150.6,84.1,0.5585,3.51,0.1381,0.1047,35
35,2025-11-03,Orthopedics,CLN-03,4,169.7,158.3,92.1,0.5816,1.26,0.087,0.1004,35
36,2025-11-10,Orthopedics,CLN-03,4,175.8,162.1,92.3,0.5693,1.0,0.1075,0.1052,35
37,2025-11-17,Orthopedics,CLN-03,4,171.2,154.5,86.0,0.5564,5.17,0.1625,0.0866,35
38,2025-11-24,Orthopedics,CLN-03,4,186.8,171.7,82.9,0.4827,1.0,0.1257,0.0872,35
39,2025-12-01,Orthopedics,CLN-03,4,168.6,155.2,87.9,0.5666,5.37,0.132,0.0718,35
40,2025-12-08,Orthopedics,CLN-03,4,158.8,145.0,76.3,0.5261,2.54,0.1584,0.0567,35
41,2025-12-15,Orthopedics,CLN-03,4,179.1,167.2,76.5,0.4574,1.89,0.0987,0.0791,35
42,2025-12-22,Orthopedics,CLN-03,4,155.9,142.3,66.0,0.464,1.46,0.1403,0.088,35
43,2025-12-29,Orthopedics,CLN-03,4,155.1,142.8,77.3,0.5415,2.23,0.1279,0.0767,35
44,2026-01-05,Orthopedics,CLN-03,4,165.9,152.3,73.1,0.4797,1.0,0.1287,0.0853,35
45,2026-01-12,Orthopedics,CLN-03,4,163.1,147.1,77.5,0.5269,3.18,0.1468,0.1137,35
46,2026-01-19,Orthopedics,CLN-03,4,163.5,152.1,63.9,0.4203,2.02,0.1045,0.0809,35
47,2026-01-26,Orthopedics,CLN-03,4,168.4,151.3,66.2,0.4375,1.23,0.1609,0.1044,35
48,2026-02-02,Orthopedics,CLN-03,4,167.5,154.8,72.9,0.471,3.8,0.1149,0.0851,35
49,2026-02-09,Orthopedics,CLN-03,4,165.1,149.1,84.9,0.5695,1.72,0.1529,0.1014,35
50,2026-02-16,Orthopedics,CLN-03,4,176.4,164.2,79.5,0.4844,1.0,0.1072,0.0751,35
51,2026-02-23,Orthopedics,CLN-03,4,165.7,153.6,81.9,0.533,1.0,0.1164,0.0731,35
52,2026-03-02,Orthopedics,CLN-03,4,173.7,162.1,80.2,0.4947,1.0,0.0977,0.0825,35
53,2026-03-09,Orthopedics,CLN-03,4,170.9,155.6,77.1,0.4957,4.1,0.1375,0.0985,35
54,2026-03-16,Orthopedics,CLN-03,4,164.6,149.4,78.5,0.5252,2.97,0.1547,0.0807,35
55,2026-03-23,Orthopedics,CLN-03,4,161.0,147.8,81.5,0.5512,3.67,0.1252,0.09,35
56,2026-03-30,Orthopedics,CLN-03,4,162.2,149.7,94.1,0.6284,1.41,0.1295,0.0672,35
57,2026-04-06,Orthopedics,CLN-03,4,170.0,157.6,88.1,0.559,2.68,0.1148,0.0778,35
58,2026-04-13,Orthopedics,CLN-03,4,166.1,151.3,89.4,0.5911,1.09,0.1522,0.0734,35
59,2026-04-20,Orthopedics,CLN-03,4,174.8,159.8,87.1,0.5448,1.0,0.1299,0.0972,35
60,2026-04-27,Orthopedics,CLN-03,4,182.7,165.5,111.5,0.6737,4.46,0.1646,0.0727,35
61,2026-05-04,Orthopedics,CLN-03,4,161.4,144.4,103.6,0.7175,1.5,0.1772,0.0926,35
62,2026-05-11,Orthopedics,CLN-03,4,172.0,157.2,107.6,0.6848,4.78,0.1423,0.0779,35
63,2026-05-18,Orthopedics,CLN-03,4,181.4,166.1,97.3,0.5857,1.15,0.1365,0.0823,35
64,2026-05-25,Orthopedics,CLN-03,4,171.4,158.6,89.8,0.5661,7.64,0.0941,0.1149,35
65,2026-06-01,Orthopedics,CLN-03,4,174.0,158.4,124.3,0.7847,8.34,0.1486,0.0821,35
66,2026-06-08,Orthopedics,CLN-03,4,163.2,148.6,121.5,0.8182,6.15,0.1568,0.0685,35
67,2026-06-15,Orthopedics,CLN-03,4,158.7,145.0,101.9,0.7028,4.79,0.1383,0.0857,35
68,2026-06-22,Orthopedics,CLN-03,4,174.9,158.4,116.9,0.7382,3.65,0.1559,0.0873,35
69,2026-06-29,Orthopedics,CLN-03,4,175.9,161.2,79.8,0.4948,1.0,0.1395,0.0741,35
70,2026-07-06,Orthopedics,CLN-03,4,154.5,143.3,106.5,0.743,2.13,0.1116,0.0793,35
71,2026-07-13,Orthopedics,CLN-03,4,172.1,160.1,111.8,0.6984,3.78,0.1009,0.086,35
72,2026-07-20,Orthopedics,CLN-03,4,171.1,154.9,107.3,0.6927,2.74,0.1334,0.1243,35
73,2026-07-27,Orthopedics,CLN-03,4,171.4,160.1,117.0,0.7308,3.29,0.0927,0.0878,35
74,2026-08-03,Orthopedics,CLN-03,4,169.1,154.9,102.5,0.6617,2.94,0.1412,0.0739,35
75,2026-08-10,Orthopedics,CLN-03,4,175.2,161.2,108.8,0.6751,5.35,0.125,0.0838,35
76,2026-08-17,Orthopedics,CLN-03,4,179.9,164.8,111.1,0.674,1.73,0.1309,0.0894,35
77,2026-08-24,Orthopedics,CLN-03,4,155.8,140.8,104.3,0.7409,3.01,0.138,0.1224,35
0,2025-03-03,Orthopedics,CLN-04,1,40.7,37.1,22.1,0.5951,8.08,0.1327,0.1047,35
1,2025-03-10,Orthopedics,CLN-04,1,39.2,36.5,21.4,0.5856,9.83,0.0975,0.0855,35
2,2025-03-17,Orthopedics,CLN-04,1,43.1,40.1,21.4,0.5329,7.26,0.1003,0.0812,35
3,2025-03-24,Orthopedics,CLN-04,1,41.8,38.8,24.2,0.6237,4.84,0.116,0.0776,35
4,2025-03-31,Orthopedics,CLN-04,1,41.2,38.1,24.6,0.645,6.5,0.1103,0.0966,35
5,2025-04-07,Orthopedics,CLN-04,1,39.2,35.5,22.8,0.641,3.77,0.1505,0.091,35
6,2025-04-14,Orthopedics,CLN-04,1,41.1,37.9,20.1,0.529,5.45,0.115,0.0881,35
7,2025-04-21,Orthopedics,CLN-04,1,44.4,40.7,25.6,0.6294,4.71,0.1314,0.0896,35
8,2025-04-28,Orthopedics,CLN-04,1,40.1,36.6,26.6,0.7261,8.72,0.149,0.0679,35
9,2025-05-05,Orthopedics,CLN-04,1,39.6,37.2,29.0,0.7783,4.53,0.0894,0.0679,35
10,2025-05-12,Orthopedics,CLN-04,1,43.3,39.3,23.0,0.5835,3.98,0.1309,0.1156,35
11,2025-05-19,Orthopedics,CLN-04,1,41.3,37.5,26.8,0.7145,8.19,0.1374,0.1085,35
12,2025-05-26,Orthopedics,CLN-04,1,42.4,39.1,30.3,0.774,6.69,0.1232,0.0771,35
13,2025-06-02,Orthopedics,CLN-04,1,42.2,38.6,29.3,0.7591,4.49,0.1232,0.1084,35
14,2025-06-09,Orthopedics,CLN-04,1,40.9,36.8,27.8,0.7538,9.71,0.1621,0.0982,35
15,2025-06-16,Orthopedics,CLN-04,1,41.0,37.6,32.2,0.856,7.45,0.142,0.0601,35
16,2025-06-23,Orthopedics,CLN-04,1,40.2,37.1,28.0,0.7534,5.01,0.1248,0.0716,35
17,2025-06-30,Orthopedics,CLN-04,1,39.2,35.7,31.5,0.8829,13.69,0.1352,0.1025,35
18,2025-07-07,Orthopedics,CLN-04,1,43.7,40.0,30.1,0.7504,5.92,0.1425,0.0727,35
19,2025-07-14,Orthopedics,CLN-04,1,44.3,39.9,33.6,0.8412,11.57,0.1618,0.0891,35
20,2025-07-21,Orthopedics,CLN-04,1,45.6,41.5,36.0,0.8689,13.58,0.1504,0.0808,35
21,2025-07-28,Orthopedics,CLN-04,1,45.5,41.7,36.3,0.8711,11.1,0.1374,0.0784,35
22,2025-08-04,Orthopedics,CLN-04,1,45.8,41.3,25.4,0.6141,7.98,0.1627,0.0866,35
23,2025-08-11,Orthopedics,CLN-04,1,43.8,39.9,31.2,0.7813,12.29,0.1347,0.1014,35
24,2025-08-18,Orthopedics,CLN-04,1,43.8,40.1,29.6,0.7379,6.57,0.1358,0.0838,35
25,2025-08-25,Orthopedics,CLN-04,1,42.9,40.1,28.2,0.7028,7.98,0.1049,0.0634,35
26,2025-09-01,Orthopedics,CLN-04,1,47.1,42.8,27.0,0.6315,6.68,0.1645,0.0625,35
27,2025-09-08,Orthopedics,CLN-04,1,40.3,36.4,30.4,0.835,10.95,0.1568,0.091,35
28,2025-09-15,Orthopedics,CLN-04,1,44.1,40.9,29.4,0.7187,15.34,0.127,0.0586,35
29,2025-09-22,Orthopedics,CLN-04,1,40.1,37.1,27.8,0.7487,6.33,0.1006,0.1045,35
30,2025-09-29,Orthopedics,CLN-04,1,42.6,39.1,35.1,0.8975,19.14,0.1339,0.0779,35
31,2025-10-06,Orthopedics,CLN-04,1,41.2,38.2,27.4,0.7192,9.87,0.1192,0.0704,35
32,2025-10-13,Orthopedics,CLN-04,1,41.2,37.7,31.6,0.8384,13.0,0.1217,0.1069,35
33,2025-10-20,Orthopedics,CLN-04,1,41.0,37.9,26.4,0.6974,9.95,0.1204,0.0795,35
34,2025-10-27,Orthopedics,CLN-04,1,46.2,41.6,24.5,0.59,7.51,0.1667,0.0906,35
35,2025-11-03,Orthopedics,CLN-04,1,43.4,39.8,24.7,0.6212,5.54,0.1243,0.0972,35
36,2025-11-10,Orthopedics,CLN-04,1,41.1,38.0,26.3,0.6911,2.81,0.1212,0.0729,35
37,2025-11-17,Orthopedics,CLN-04,1,40.2,37.2,23.3,0.6273,8.84,0.1128,0.0882,35
38,2025-11-24,Orthopedics,CLN-04,1,38.3,35.2,26.2,0.744,6.79,0.1072,0.1127,35
39,2025-12-01,Orthopedics,CLN-04,1,43.0,38.6,27.7,0.7171,5.64,0.1567,0.1065,35
40,2025-12-08,Orthopedics,CLN-04,1,43.0,39.2,21.6,0.5496,6.52,0.1406,0.0892,35
41,2025-12-15,Orthopedics,CLN-04,1,41.5,38.0,22.4,0.589,5.37,0.1183,0.1063,35
42,2025-12-22,Orthopedics,CLN-04,1,42.6,39.1,22.4,0.5719,8.53,0.1222,0.098,35
43,2025-12-29,Orthopedics,CLN-04,1,41.9,37.6,22.9,0.6083,4.96,0.1704,0.093,35
44,2026-01-05,Orthopedics,CLN-04,1,44.0,40.0,23.4,0.5846,7.01,0.1392,0.1,35
45,2026-01-12,Orthopedics,CLN-04,1,42.9,39.4,22.7,0.5773,1.76,0.1255,0.0918,35
46,2026-01-19,Orthopedics,CLN-04,1,37.7,35.2,19.7,0.5608,5.22,0.1044,0.0672,35
47,2026-01-26,Orthopedics,CLN-04,1,40.3,36.4,20.6,0.5658,3.53,0.1529,0.0979,35
48,2026-02-02,Orthopedics,CLN-04,1,42.9,39.2,23.7,0.6027,5.72,0.147,0.0672,35
49,2026-02-09,Orthopedics,CLN-04,1,39.5,35.7,24.4,0.6823,4.96,0.1575,0.0919,35
50,2026-02-16,Orthopedics,CLN-04,1,43.9,40.4,24.1,0.597,9.16,0.1346,0.0686,35
51,2026-02-23,Orthopedics,CLN-04,1,41.7,38.6,23.7,0.6128,3.19,0.1047,0.0948,35
52,2026-03-02,Orthopedics,CLN-04,1,40.6,37.6,27.0,0.7172,10.74,0.1168,0.0716,35
53,2026-03-09,Orthopedics,CLN-04,1,42.4,38.3,25.0,0.6522,4.62,0.1505,0.1027,35
54,2026-03-16,Orthopedics,CLN-04,1,43.3,39.7,26.6,0.6695,5.06,0.1323,0.0778,35
55,2026-03-23,Orthopedics,CLN-04,1,41.7,38.0,20.6,0.5438,4.67,0.1315,0.1056,35
56,2026-03-30,Orthopedics,CLN-04,1,42.0,38.2,25.3,0.6634,6.65,0.1509,0.0847,35
57,2026-04-06,Orthopedics,CLN-04,1,45.0,41.0,27.2,0.6626,10.45,0.1284,0.1112,35
58,2026-04-13,Orthopedics,CLN-04,1,43.0,38.9,26.1,0.6714,11.12,0.1662,0.0806,35
59,2026-04-20,Orthopedics,CLN-04,1,43.8,39.6,32.9,0.8319,7.34,0.1487,0.1047,35
60,2026-04-27,Orthopedics,CLN-04,1,44.7,41.5,31.6,0.7609,8.12,0.1191,0.0674,35
61,2026-05-04,Orthopedics,CLN-04,1,40.7,37.0,27.9,0.7537,3.81,0.1415,0.1017,35
62,2026-05-11,Orthopedics,CLN-04,1,39.9,36.7,28.7,0.7805,6.44,0.1274,0.0744,35
63,2026-05-18,Orthopedics,CLN-04,1,41.9,38.4,28.9,0.7511,6.61,0.1306,0.0871,35
64,2026-05-25,Orthopedics,CLN-04,1,44.3,40.5,25.7,0.6345,2.66,0.1435,0.0696,35
65,2026-06-01,Orthopedics,CLN-04,1,43.6,39.9,31.4,0.7872,10.27,0.1552,0.0565,35
66,2026-06-08,Orthopedics,CLN-04,1,38.7,35.7,36.1,0.965,42.39,0.118,0.0832,35
67,2026-06-15,Orthopedics,CLN-04,1,42.0,38.6,30.5,0.7893,5.09,0.1153,0.102,35
68,2026-06-22,Orthopedics,CLN-04,1,41.2,37.9,33.7,0.8912,18.96,0.1226,0.0905,35
69,2026-06-29,Orthopedics,CLN-04,1,44.9,41.7,33.9,0.8138,12.53,0.1075,0.0882,35
70,2026-07-06,Orthopedics,CLN-04,1,42.3,39.2,31.9,0.8142,6.42,0.1167,0.0755,35
71,2026-07-13,Orthopedics,CLN-04,1,41.4,38.5,32.9,0.8553,7.21,0.1139,0.0647,35
72,2026-07-20,Orthopedics,CLN-04,1,43.5,40.3,28.7,0.7121,8.31,0.1059,0.0972,35
73,2026-07-27,Orthopedics,CLN-04,1,43.9,39.9,31.3,0.7833,10.53,0.1425,0.0922,35
74,2026-08-03,Orthopedics,CLN-04,1,43.4,39.8,29.8,0.7489,1.0,0.1293,0.092,35
75,2026-08-10,Orthopedics,CLN-04,1,41.1,37.8,29.2,0.7717,9.11,0.1297,0.0734,35
76,2026-08-17,Orthopedics,CLN-04,1,40.1,37.5,39.7,0.965,30.22,0.1025,0.0665,35
77,2026-08-24,Orthopedics,CLN-04,1,40.6,37.4,33.8,0.9021,11.87,0.1258,0.0732,35
0,2025-03-03,Dermatology,CLN-01,3,164.1,148.8,86.2,0.5792,9.91,0.1433,0.1026,20
1,2025-03-10,Dermatology,CLN-01,3,144.5,131.7,78.5,0.5959,9.74,0.159,0.0619,20
2,2025-03-17,Dermatology,CLN-01,3,165.2,148.2,91.1,0.615,3.34,0.1792,0.0791,20
3,2025-03-24,Dermatology,CLN-01,3,169.7,149.9,89.9,0.5997,8.96,0.198,0.0989,20
4,2025-03-31,Dermatology,CLN-01,3,185.4,166.7,99.9,0.5993,9.57,0.1607,0.1026,20
5,2025-04-07,Dermatology,CLN-01,3,171.0,154.0,90.9,0.5905,11.38,0.1732,0.0772,20
6,2025-04-14,Dermatology,CLN-01,3,185.4,168.4,91.0,0.5407,8.13,0.1511,0.0846,20
7,2025-04-21,Dermatology,CLN-01,3,165.5,149.7,91.8,0.613,11.92,0.1722,0.064,20
8,2025-04-28,Dermatology,CLN-01,3,180.1,163.1,114.1,0.6995,6.26,0.1583,0.0824,20
9,2025-05-05,Dermatology,CLN-01,3,166.5,149.5,88.9,0.5944,4.8,0.1776,0.0785,20
10,2025-05-12,Dermatology,CLN-01,3,175.7,159.6,98.3,0.6159,9.08,0.1628,0.0667,20
11,2025-05-19,Dermatology,CLN-01,3,183.7,166.3,111.9,0.673,15.35,0.1592,0.0825,20
12,2025-05-26,Dermatology,CLN-01,3,187.8,165.1,111.6,0.6759,9.01,0.2054,0.1009,20
13,2025-06-02,Dermatology,CLN-01,3,176.9,160.2,105.1,0.6557,7.96,0.1769,0.0513,20
14,2025-06-09,Dermatology,CLN-01,3,185.5,167.6,105.2,0.6276,7.07,0.1671,0.0762,20
15,2025-06-16,Dermatology,CLN-01,3,176.6,158.6,114.9,0.7246,11.55,0.1958,0.0503,20
16,2025-06-23,Dermatology,CLN-01,3,171.2,154.8,112.1,0.7244,9.07,0.1563,0.0896,20
17,2025-06-30,Dermatology,CLN-01,3,173.5,154.7,113.1,0.7312,11.77,0.1975,0.0705,20
18,2025-07-07,Dermatology,CLN-01,3,175.8,158.7,120.0,0.7563,7.51,0.1742,0.0672,20
19,2025-07-14,Dermatology,CLN-01,3,171.8,154.9,124.8,0.8057,13.76,0.1635,0.0875,20
20,2025-07-21,Dermatology,CLN-01,3,156.6,141.9,106.4,0.7495,9.75,0.1469,0.1003,20
21,2025-07-28,Dermatology,CLN-01,3,168.2,150.9,131.1,0.8687,11.2,0.1879,0.0657,20
22,2025-08-04,Dermatology,CLN-01,3,176.9,156.5,130.5,0.8338,14.31,0.1919,0.1037,20
23,2025-08-11,Dermatology,CLN-01,3,183.2,164.9,106.6,0.6465,12.37,0.1596,0.1005,20
24,2025-08-18,Dermatology,CLN-01,3,174.9,158.8,107.1,0.6744,4.77,0.1537,0.0815,20
25,2025-08-25,Dermatology,CLN-01,3,178.8,158.2,114.6,0.7245,9.09,0.2014,0.087,20
26,2025-09-01,Dermatology,CLN-01,3,165.3,147.4,114.3,0.7754,18.49,0.1837,0.0907,20
27,2025-09-08,Dermatology,CLN-01,3,162.6,147.3,103.6,0.7036,7.74,0.1503,0.0958,20
28,2025-09-15,Dermatology,CLN-01,3,187.3,165.7,112.2,0.6766,6.5,0.1915,0.1031,20
29,2025-09-22,Dermatology,CLN-01,3,171.5,155.7,96.7,0.6207,7.11,0.155,0.0802,20
30,2025-09-29,Dermatology,CLN-01,3,160.7,143.6,104.3,0.7266,13.2,0.1772,0.0946,20
31,2025-10-06,Dermatology,CLN-01,3,165.1,152.3,100.5,0.6596,3.75,0.1261,0.0738,20
32,2025-10-13,Dermatology,CLN-01,3,176.8,160.6,102.7,0.6397,11.39,0.1483,0.09,20
33,2025-10-20,Dermatology,CLN-01,3,174.2,158.0,98.0,0.6202,8.76,0.1583,0.0781,20
34,2025-10-27,Dermatology,CLN-01,3,168.0,151.9,102.2,0.6729,7.07,0.1527,0.0975,20
35,2025-11-03,Dermatology,CLN-01,3,167.8,150.9,92.3,0.6121,3.6,0.1561,0.109,20
36,2025-11-10,Dermatology,CLN-01,3,169.3,154.0,92.6,0.6012,10.51,0.1512,0.0806,20
37,2025-11-17,Dermatology,CLN-01,3,170.5,155.7,82.5,0.53,8.65,0.1446,0.079,20
38,2025-11-24,Dermatology,CLN-01,3,166.1,150.5,94.6,0.6285,8.82,0.158,0.0815,20
39,2025-12-01,Dermatology,CLN-01,3,180.7,164.6,96.8,0.5881,11.91,0.1531,0.0729,20
40,2025-12-08,Dermatology,CLN-01,3,162.6,146.3,79.6,0.5439,7.16,0.1716,0.0822,20
41,2025-12-15,Dermatology,CLN-01,3,185.6,164.8,75.6,0.459,6.96,0.1868,0.1003,20
42,2025-12-22,Dermatology,CLN-01,3,171.0,152.0,89.1,0.5863,11.7,0.2073,0.0635,20
43,2025-12-29,Dermatology,CLN-01,3,169.0,153.0,88.2,0.5767,12.49,0.1642,0.074,20
44,2026-01-05,Dermatology,CLN-01,3,171.4,156.9,79.3,0.5055,5.37,0.1364,0.0828,20
45,2026-01-12,Dermatology,CLN-01,3,179.6,161.0,79.1,0.4915,10.73,0.1675,0.1006,20
46,2026-01-19,Dermatology,CLN-01,3,180.7,164.0,94.8,0.578,7.92,0.1497,0.0909,20
47,2026-01-26,Dermatology,CLN-01,3,182.1,163.1,93.2,0.5713,7.11,0.1827,0.079,20
48,2026-02-02,Dermatology,CLN-01,3,174.1,158.0,77.9,0.4932,7.33,0.1591,0.0743,20
49,2026-02-09,Dermatology,CLN-01,3,167.6,150.4,65.5,0.4357,6.52,0.1673,0.0976,20
50,2026-02-16,Dermatology,CLN-01,3,176.7,159.8,83.2,0.5208,9.24,0.1463,0.1064,20
51,2026-02-23,Dermatology,CLN-01,3,165.3,148.9,76.5,0.5139,6.73,0.161,0.0967,20
52,2026-03-02,Dermatology,CLN-01,3,164.7,150.2,94.8,0.6313,4.72,0.1447,0.0813,20
53,2026-03-09,Dermatology,CLN-01,3,176.7,161.8,76.4,0.4719,4.17,0.1333,0.086,20
54,2026-03-16,Dermatology,CLN-01,3,169.8,152.2,92.0,0.6044,7.24,0.1689,0.0983,20
55,2026-03-23,Dermatology,CLN-01,3,177.2,161.3,86.7,0.5372,9.26,0.1411,0.0942,20
56,2026-03-30,Dermatology,CLN-01,3,190.9,173.4,98.7,0.5692,9.93,0.1515,0.0839,20
57,2026-04-06,Dermatology,CLN-01,3,169.0,152.5,93.0,0.6101,8.63,0.1718,0.0734,20
58,2026-04-13,Dermatology,CLN-01,3,176.9,157.4,90.3,0.5736,4.96,0.1747,0.113,20
59,2026-04-20,Dermatology,CLN-01,3,173.6,155.1,98.0,0.6315,6.76,0.1785,0.0928,20
60,2026-04-27,Dermatology,CLN-01,3,175.0,159.8,96.4,0.6029,8.93,0.1554,0.0609,20
61,2026-05-04,Dermatology,CLN-01,3,173.5,156.9,102.4,0.6523,8.65,0.1719,0.0648,20
62,2026-05-11,Dermatology,CLN-01,3,175.9,159.0,126.0,0.7922,12.62,0.1664,0.0749,20
63,2026-05-18,Dermatology,CLN-01,3,167.2,150.0,107.4,0.7158,13.74,0.1732,0.0901,20
64,2026-05-25,Dermatology,CLN-01,3,191.6,174.6,122.1,0.6996,7.99,0.1526,0.0714,20
65,2026-06-01,Dermatology,CLN-01,3,171.5,154.2,120.8,0.7836,13.81,0.1487,0.122,20
66,2026-06-08,Dermatology,CLN-01,3,195.9,173.2,104.9,0.6059,9.37,0.1814,0.1227,20
67,2026-06-15,Dermatology,CLN-01,3,178.7,160.5,138.8,0.8649,16.1,0.1585,0.1084,20
68,2026-06-22,Dermatology,CLN-01,3,180.8,165.5,106.4,0.6429,8.05,0.1409,0.0755,20
69,2026-06-29,Dermatology,CLN-01,3,169.3,152.8,138.9,0.9089,24.51,0.1751,0.0657,20
70,2026-07-06,Dermatology,CLN-01,3,173.4,156.9,139.3,0.8883,17.23,0.1582,0.0853,20
71,2026-07-13,Dermatology,CLN-01,3,171.7,154.1,112.0,0.727,7.17,0.1779,0.0799,20
72,2026-07-20,Dermatology,CLN-01,3,158.7,142.9,95.1,0.666,4.25,0.1645,0.092,20
73,2026-07-27,Dermatology,CLN-01,3,186.1,167.6,145.1,0.8657,12.97,0.1821,0.0631,20
74,2026-08-03,Dermatology,CLN-01,3,167.0,152.1,129.7,0.8531,12.55,0.1515,0.0761,20
75,2026-08-10,Dermatology,CLN-01,3,165.1,151.0,138.9,0.9198,19.63,0.1433,0.0732,20
76,2026-08-17,Dermatology,CLN-01,3,166.3,151.0,118.1,0.7817,10.89,0.166,0.0608,20
77,2026-08-24,Dermatology,CLN-01,3,166.2,149.6,126.3,0.8442,10.77,0.166,0.091,20
0,2025-03-03,Dermatology,CLN-02,1,56.9,51.0,24.5,0.4816,5.17,0.1928,0.0636,20
1,2025-03-10,Dermatology,CLN-02,1,53.7,48.3,21.4,0.443,6.44,0.1829,0.0676,20
2,2025-03-17,Dermatology,CLN-02,1,57.3,52.5,25.4,0.4834,10.64,0.1459,0.0651,20
3,2025-03-24,Dermatology,CLN-02,1,57.3,50.3,23.4,0.4652,3.88,0.2174,0.085,20
4,2025-03-31,Dermatology,CLN-02,1,57.2,50.8,23.3,0.4589,6.07,0.1793,0.1124,20
5,2025-04-07,Dermatology,CLN-02,1,54.3,49.5,25.1,0.5078,3.0,0.1443,0.0878,20
6,2025-04-14,Dermatology,CLN-02,1,55.1,50.8,31.0,0.6096,5.89,0.1361,0.0642,20
7,2025-04-21,Dermatology,CLN-02,1,56.5,51.1,25.3,0.4951,7.05,0.1612,0.0765,20
8,2025-04-28,Dermatology,CLN-02,1,56.1,51.0,27.5,0.5399,4.24,0.1561,0.0768,20
9,2025-05-05,Dermatology,CLN-02,1,56.9,51.9,30.0,0.5788,3.95,0.1361,0.0945,20
10,2025-05-12,Dermatology,CLN-02,1,55.1,50.2,27.0,0.5373,8.0,0.1487,0.0762,20
11,2025-05-19,Dermatology,CLN-02,1,56.8,51.2,26.7,0.5214,8.14,0.1495,0.1077,20
12,2025-05-26,Dermatology,CLN-02,1,57.3,52.7,30.9,0.5858,3.24,0.1338,0.0703,20
13,2025-06-02,Dermatology,CLN-02,1,60.3,54.3,32.5,0.5994,5.0,0.1622,0.0953,20
14,2025-06-09,Dermatology,CLN-02,1,60.4,54.0,26.5,0.4904,10.82,0.1873,0.0738,20
15,2025-06-16,Dermatology,CLN-02,1,62.8,56.0,32.7,0.5835,3.63,0.1807,0.0966,20
16,2025-06-23,Dermatology,CLN-02,1,58.6,52.7,30.7,0.5821,7.75,0.1639,0.0982,20
17,2025-06-30,Dermatology,CLN-02,1,56.7,51.3,34.7,0.6758,4.18,0.1412,0.1116,20
18,2025-07-07,Dermatology,CLN-02,1,61.9,55.8,30.4,0.5449,3.46,0.168,0.0865,20
19,2025-07-14,Dermatology,CLN-02,1,60.5,54.4,35.9,0.6605,5.99,0.1681,0.0884,20
20,2025-07-21,Dermatology,CLN-02,1,58.4,53.0,32.0,0.605,5.38,0.1547,0.0838,20
21,2025-07-28,Dermatology,CLN-02,1,59.5,53.5,37.9,0.7091,6.49,0.1856,0.0631,20
22,2025-08-04,Dermatology,CLN-02,1,57.2,51.6,31.9,0.6192,7.8,0.1596,0.0985,20
23,2025-08-11,Dermatology,CLN-02,1,57.1,51.6,33.4,0.6478,7.45,0.1612,0.0827,20
24,2025-08-18,Dermatology,CLN-02,1,56.4,51.0,33.3,0.6517,7.66,0.1764,0.0578,20
25,2025-08-25,Dermatology,CLN-02,1,58.6,53.5,33.8,0.6313,7.86,0.1425,0.0837,20
26,2025-09-01,Dermatology,CLN-02,1,60.5,54.5,32.9,0.6034,2.6,0.1704,0.0783,20
27,2025-09-08,Dermatology,CLN-02,1,59.5,53.8,31.6,0.5875,4.17,0.1508,0.0991,20
28,2025-09-15,Dermatology,CLN-02,1,59.9,54.0,32.3,0.5991,10.87,0.1726,0.0756,20
29,2025-09-22,Dermatology,CLN-02,1,61.0,55.3,30.7,0.556,7.24,0.1453,0.103,20
30,2025-09-29,Dermatology,CLN-02,1,54.6,49.9,32.6,0.6542,4.6,0.1356,0.09,20
31,2025-10-06,Dermatology,CLN-02,1,58.6,53.5,26.7,0.4993,7.62,0.1543,0.0614,20
32,2025-10-13,Dermatology,CLN-02,1,61.9,55.9,30.2,0.5394,5.63,0.1543,0.0978,20
33,2025-10-20,Dermatology,CLN-02,1,57.5,52.4,29.2,0.5566,8.51,0.1419,0.0869,20
34,2025-10-27,Dermatology,CLN-02,1,56.1,50.5,26.2,0.5177,5.89,0.178,0.0682,20
35,2025-11-03,Dermatology,CLN-02,1,61.3,55.4,24.4,0.4397,1.16,0.1481,0.1088,20
36,2025-11-10,Dermatology,CLN-02,1,60.6,54.3,23.5,0.4319,8.14,0.1748,0.0907,20
37,2025-11-17,Dermatology,CLN-02,1,55.9,51.1,22.2,0.4355,9.2,0.1397,0.0814,20
38,2025-11-24,Dermatology,CLN-02,1,60.0,54.5,25.8,0.4746,6.88,0.1252,0.1298,20
39,2025-12-01,Dermatology,CLN-02,1,56.0,50.4,26.4,0.5229,6.66,0.1554,0.1092,20
40,2025-12-08,Dermatology,CLN-02,1,56.4,50.3,23.7,0.4723,9.24,0.1653,0.1227,20
